source_genesymbol	target_genesymbol	sign
ATR	TDP1	1
PRKDC_XRCC6	TDP1	1
ATM	TDP1	1
BTRC_CUL1_SKP1	CLSPN	-1
ATM	TRIM28	1
CHEK1	RAD51	1
CCNA2_CDK2	BRCA1	1
NOS1	NFKBIA	-1
BIRC2	ERC1	1
GSK3B	GYS1	-1
PPP1R3A	GYS1	1
IKBKE	RELA	1
AXIN1	GSK3B	1
GSK3B	AXIN1	1
CSNK1A1	PRKN	-1
E2F7	SP1	-1
CREB1	HSD3B1	1
CRTC2	HSD3B1	1
CRTC2	CYP11A1	1
LRP6	GSK3B	-1
GSK3B	LRP6	1
GNAQ	GSK3B	-1
BTRC_CUL1_SKP1	WEE1	-1
USP1	FANCD2	1
MAPK8	YWHAZ	-1
CRTC2	STAR	1
BCL2	BECN1	-1
CHEK2	CDC25A	1
PLK1	WEE1	1
HMGA2	ATM	1
ATM	HMGA2	1
CSNK2A1_CSNK2B	NFKBIA	-1
HMGA1	ATM	1
ATM	HMGA1	1
PPP3CA_PPP3R1	BAD	1
AKT1	NOS3	1
MIR17HG	BMPR2	-1
PINK1	CRMP1	-1
LEF1	FAIM2	1
BTRC_CUL1_SKP1	CDC25A	1
CDK5	PRKN	1
CSNK1A1	CTNNB1	1
CSNK1A1	CDC25A	-1
TP53	PLK2	-1
PLK2	TP53	1
CHEK1	TP53	1
TP53	PLAGL1	1
E2F1	CASP3	1
TP53	ODC1	1
TP53	NOS3	-1
TP53	PERP	1
TP53	P2RX6	1
PPARG	KMT5A	1
TP53	MMP2	1
E2F1	XPC	1
TP53	MET	1
PPARG	CD36	1
TP53	NLRC4	1
PPARG	FABP4	1
TP53	NDRG1	1
PPARG	KLF15	1
PPARG	ADIPOQ	1
TLX1	ALDH1A1	1
ATR	E2F1	1
YWHAQ	E2F1	1
E2F1	DDB2	1
DDB2	E2F1	1
ATM	MDM2	1
GPS2_HDAC3_NCOR1_TBL1XR1_TBL1Y	DZIP3	1
DDX17	ESR1	1
DDX17	MDM2	1
TP53	RB1	1
SNCB	TP53	-1
TP53	RABGGTA	1
TP53	PYCARD	1
TP53	PTK2	-1
TP53	PTEN	1
TP53	PRKAB1	1
SGK1	FOXO3	1
TP53	PRDM1	1
CHUK_IKBKB_IKBKG	FOXO3	-1
TP53	PPM1J	1
AKT1	FOXO1	1
NR2F2	CEBPA	-1
TP53	PML	1
TP53	PLK3	1
PLK3	TP53	1
CAMK2A_CAMK2B_CAMK2D_CAMK2G	HDAC4	-1
NR2F2	PPARG	1
PPARG	NR2F2	1
GPS2_HDAC3_NCOR1_TBL1XR1_TBL1Y	NR2F2	1
CAMK2A_CAMK2B_CAMK2D_CAMK2G	HDAC9	1
E2F1	CCNB1	1
E2F1	CASP7	1
TP53	SERPINE1	1
TP53	SERPINB5	1
TP53	SFN	1
TP53	SESN1	1
TP53	RPS27L	1
TP53	COP1	1
COP1	TP53	-1
TP53	S100A2	1
TP53	SCN3B	1
TP53	SCD	-1
MIR17HG	CCND1	-1
TP53	TP73	1
TP53	TP63	1
CDC25C	CCNB1	1
GSK3B	CCND1	1
TP53	STEAP3	1
TP53	SLC38A2	-1
ETS1	STAT1	1
STAT1	ICAM1	1
TP53	SH2D1A	1
TP53	TNFRSF10C	1
MAX_MYC_ZMIZ1	CDKN2B	-1
TP53	TNFRSF10A	1
TP53	TGFA	1
ACTL6A_ACTL6B_ARID1A_ARID1B_ARID2_PBRM1_SMARCA2_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCD2_SMARCD3_SMARCE1	TP53	1
TP53	TAP1	1
AXIN1	MYC	1
GSK3B	MYC	1
PPP2CA_PPP2R5A_PTPA	MYC	1
MAX_MYC	NBN	1
MIR22HG	BMP7	-1
MIR22HG	PPARA	-1
IKBKB	IKBKG	-1
IKBKG	IKBKB	1
CHEK1	CDC25A	1
RPS6KA5	H2AZ1	-1
TAF1	BCL2L11	1
CREBBP	ASAH2B	1
KAT7	H4C6	1
KAT7	H3C3	1
CASP6	CASP8	1
CASP8	CASP6	1
GTF3C4	H3C3	1
CSNK2A1_CSNK2B	TOP2A	1
NCOA1	H4C6	1
NCOA1	H3C3	1
CDK1	CSNK2B	1
MDM2	JMY	1
NCOA3	H3C3	1
DYRK2	TP53	1
GDE1	PPM1D	-1
CCNH_CDK7_MNAT1	CCNA2	1
TBK1	IRF7	1
RUNX1	IER3	1
MAVS	TBK1	1
NCOA2	H3C3	1
NCOA3	H4C6	1
TLR5	MYD88	1
KDM3B	H3C3	-1
RIPK2	BCL10	1
KDM3A	H3C3	1
CLOCK	H3C3	1
NCOA2	H4C6	1
KDM4C	H3C3	-1
KDM4B	H3C3	-1
GDE1	CCNE1	-1
KDM4A	BCL2L11	-1
GDE1	CCND1	-1
APC_CDC20	CCNB1	-1
CCNH_CDK7_MNAT1	CCNE1	1
ATR	RFWD3	1
CCNT1_CCNT2_CDK9	POLR2A	1
TNFRSF10A	FADD	1
BAK1	AIFM1	1
TP53	HIF1A	1
HIF1A	TP53	1
TP53	CSNK2B	-1
CSNK2B	TP53	1
ABL1	WASL	1
APIP	APAF1	-1
ESCO1	KDM1A	1
TNFAIP3	IKBKG	-1
PPP4C_PPP4R1	H2AX	-1
XRCC5_XRCC6	DDB1	-1
ABL1	YTHDC1	1
CASP1	IL1B	1
ABL1	ZDHHC16	1
XPC	DDB1	1
CASP1	IL18	1
ESCO1	RAD21	1
ABL2	WASL	1
ABL1	WRN	1
CAPNS1	CAPN2	1
XRCC5	DDB2	1
E2F1	MIR17HG	1
MIR17HG	E2F1	-1
MIR17HG	VEGFA	-1
PIK3R4	PIK3C3	1
KMT2D	RELB	1
KMT2B	RELB	1
KMT2D	H3C3	1
KMT2B	H3C3	1
CARM1	H3C3	1
CARM1	RELB	1
BID	BAK1	1
BID	BAX	1
ATM	PLK1	-1
XIAP	DIABLO	-1
DIABLO	XIAP	1
PRMT6	THBS1	-1
WEE1	SKP1	1
ATR	PLK1	-1
PRMT6	PGR	1
MRE11_NBN_RAD50	ATM	1
PRMT6	ESR1	1
CDK1	WEE1	1
WEE1	CDK1	-1
KMT5B	H4C6	1
XRCC5	ATRIP	1
KMT2A	RELB	1
XRCC5	PRKDC	1
PPM1A	PRKAG1	-1
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3	HMGCR	-1
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3	ACACA	-1
BRD4	CDK9	1
CDK9	RB1	1
CCNT1_CCNT2_CDK9	RB1	1
MBD1	SETDB1	1
CUL1_FBXW7_RBX1_SKP1	KMT5A	1
MAPKAPK2	HSPB1	1
E2F1	HIC1	1
HIC1	E2F1	-1
SMARCA4	HIC1	1
RNF8	RNF168	1
SOCS3	TRAF6	-1
SOCS3	MAPK8IP1	-1
MAP2K2	MAPK3	1
MAPK8	BMF	1
PPP5C	TP53BP1	-1
IRS1	MAPK8	1
MAPK8	IRS1	1
PPP5C	PRKDC	-1
MAPK8	MAPK8IP1	1
MAPK8IP1	MAPK8	1
RFWD3	RPA1	1
CASP5	IL18	1
CASP5	IL1B	1
MAPK8	BAX	1
RPA1_RPA2_RPA3	RFWD3	1
MAPK1	MAP2K1	1
MAP2K1	MAPK1	1
AKT1	TBC1D1	-1
AKT1	TBC1D4	-1
PPM1D	ATM	-1
PARP1	XRCC1	1
PARP1	APTX	1
HSP90AA1	SMYD2	1
SMYD2	TP53	-1
SETD1A	BCL2L11	1
CXCL9	CXCR3	1
SETD2	H3C3	1
CCL5	CCR5	1
CCL8	CCR5	1
SMYD2	H3C3	1
CCL4	CCR5	1
IL6	IL6ST	1
SETDB2	H3C3	1
MAVS	IKBKB	1
KMT2E	H3C3	1
PARP1	H1-1	1
RIOX1	SP7	-1
FKBP8	BCL2L1	1
FKBP8	BCL2	1
TP53	RECQL4	-1
MYC	RIOX2	1
GSK3A	BCL3	1
CTBP1	ELK3	-1
SETD7	H3C3	1
PPM1D	CHEK2	1
PRDM2	H3C3	-1
DOT1L	H3C3	1
KMT5A	H4C6	1
BIRC2	DIABLO	-1
DIABLO	BIRC2	1
ATG16L1	CLTC	1
BIRC3	DIABLO	-1
DIABLO	BIRC3	1
CASP3	ATG4D	1
FADD	ATG5	1
MYC	MIR17HG	1
ATG4D	GABARAPL1	1
BIRC5	DIABLO	-1
DIABLO	BIRC5	1
FADD	RIPK1	1
RIPK1	FADD	1
EGR1	TOPBP1	1
E2F1	PPM1D	1
E2F1	MAP3K5	1
HTRA2	BIRC6	-1
BIRC6	HTRA2	-1
HTRA2	BIRC3	-1
HTRA2	BIRC2	-1
ATG4B	GABARAPL1	1
HTRA2	XIAP	-1
ATG4B	GABARAP	1
BIRC6	DIABLO	-1
DIABLO	BIRC6	-1
CASP7	DFFA	1
PRKDC_XRCC6	LIG4	1
BNIP3L	GABARAPL1	1
ATG4A	GABARAPL2	1
CASP3	IKBKB	-1
CASP3	RELA	-1
CASP3	EIF4B	1
ATG4B	GABARAPL2	1
ATM	IKBKG	1
BIRC2	CASP7	-1
PRKDC_XRCC6	DCLRE1C	1
BIRC3	CASP7	-1
PRKDC_XRCC6	H2AX	1
ATM	H2AX	1
H2AX	MDC1	1
CASP3	CTNNB1	1
CASP3	EIF2A	-1
BIRC5	CASP9	-1
CASP3	GORASP1	1
PRKN	VDAC1	-1
EGFR	GRB2	1
CASP3	ROCK1	1
TRAF6	TAB2	1
MAP3K7	TAB1	1
TAB1	MAP3K7	1
BIRC3	CASP9	-1
CASP3	BIRC6	-1
BIRC6	CASP3	-1
PINK1	BECN1	1
WDFY3	ATG12	1
CASP3	CASP7	1
TAB2	MAP3K7	1
MAP3K5	DAXX	1
DAXX	MAP3K5	1
FAS	DAXX	1
DAXX	FAS	-1
SQSTM1	WDFY3	1
WDFY3	SQSTM1	1
BCL2L2	BAK1	-1
CASP7	PARP1	-1
CASP3	DFFA	1
ARNT_HIF1A	GAPDH	1
EGF	EGFR	1
BCL2L2	BAX	-1
VMP1	BECN1	1
ARNT_HIF1A	CP	1
TRAF2	MAP3K5	1
BIRC6	CASP7	-1
ARNT_HIF1A	EPO	1
RPS6KA3	TSC2	-1
RPS6KA1	TSC2	-1
MAPK3	TSC2	-1
ATG7	ATG5	1
PRKACA	MAP1LC3B	-1
IL1A	IL1R1	1
BECN1	AMBRA1	1
AMBRA1	BECN1	1
PDGFRA_PDGFRB	GRB2	1
PDGFRB	ABL2	1
ABL2	PDGFRB	1
ABL1	PDGFRB	1
PDGFRB	ABL1	1
RAB7A	FYCO1	1
TRAF2	IKBKB	1
TP53	FASLG	1
CCNH_CDK7_MNAT1	RARA	1
DAP3	CYCS	1
CCNH_CDK7_MNAT1	RARG	1
SUPT20H	ATG9A	1
EIF4G2	XIAP	1
RAB33B	ATG16L1	1
EIF4G2	BIRC2	1
BAK1	HTRA2	1
BAX	ENDOG	1
EIF4G2	APAF1	1
CASP2	GOLGA3	-1
CASP6	LMNA	1
BAK1	ENDOG	1
CISD2	BCL2	1
BID	BCL2L2	-1
BAD	BCL2L2	-1
BBC3	BCL2L2	-1
BCL2L11	BCL2L2	-1
BCL2L11	BCL2	-1
BID	BCL2L1	-1
BCL2L1	BID	-1
BCL2L11	BCL2L1	-1
BCL2	BAK1	1
BCL2L11	BAK1	1
BCL2L1	BAK1	-1
TP53	BCL6	1
BCL6	TP53	-1
SP1	GDF15	1
TP53	RAD51	1
PIDD1	RIPK1	1
PIDD1	CRADD	1
CRADD	RIPK1	1
CRADD	CASP2	1
CASP2	TRAF2	1
TRAF2	RIPK1	1
TRADD	RIPK1	1
TP53	HIC1	1
TP53	HSP90AB1	-1
TP53	HSPA8	-1
TP53	LGALS3	1
TP53	LIF	1
TP53	MAD1L1	-1
TP53	RNF144B	1
TP53	IGFBP3	1
TP53	IRF5	1
TP53	KRT8	1
HMGB1	BECN1	-1
BECN1	HMGB1	1
CDK1	PIK3C3	-1
MCL1	BECN1	-1
CDK5	PIK3C3	-1
TNFAIP3	BECN1	-1
TRAF6	BECN1	1
BECN1_PIK3C3_PIK3R4_UVRAG	ATG9A	1
DYNLL1	AMBRA1	-1
ULK1	DYNLL1	-1
ULK1	AMBRA1	1
MAPK1	RPTOR	1
ULK1	DAPK3	1
FBXO5	ANAPC11	-1
PIN1	FBXO5	1
PLK1	FBXO5	1
CDK1	FBXO5	1
EVI5	FBXO5	1
BTRC	FBXO5	-1
BCL6	ZBTB17	-1
RBX1	UBE2M	1
BCL6	ATR	-1
ZBTB17	CDKN1A	1
UBE2M	CUL2	1
CUL2_ELOB_ELOC_RBX1_VHL	HIF1A	-1
OS9	EGLN1	1
OS9	EGLN3	1
EGLN1	HIF1A	1
EGLN3	HIF1A	1
EGLN2	HIF1A	1
VHL	HIF1A	-1
RUNX3	CD4	1
MYB	GATA3	1
BRCA1	PALB2	1
PALB2	BRCA1	1
RUNX1	CD4	1
MYB	KIT	1
MYB	MYC	1
EP300	MYB	1
CREBBP	MYB	1
MYB	COL1A2	1
MYB	COL1A1	1
TP53BP1	ATM	1
ATM	TP53BP1	1
PAXIP1	ATM	1
NLK	MYB	1
PIN1	BCL6	1
TP53BP1	PAXIP1	1
PAXIP1	TP53BP1	1
PER1	ATM	1
TIMELESS	ATR	1
RAD18_UBE2B	TP53BP1	1
RAD18_UBE2B	PCNA	1
PRKDC_XRCC6	AKT2	1
PRKDC_XRCC6	AKT1	1
STAT1	MDC1	1
SSBP1	TP53	1
MRE11_NBN_RAD50	RECQL5	1
GSK3B	MDM2	1
SIRT1	PER2	-1
RORA	BMAL1	1
RORB	BMAL1	1
RORC	BMAL1	1
PARP1	HIF1A	1
ARNT_HIF1A	VEGFA	1
ARNT_HIF1A	SLC2A1	1
ARNT_HIF1A	CA9	1
NR1D1	BMAL1	-1
PER1	BMAL1	1
PER2	BMAL1	1
NR1D2	BMAL1	-1
PER3	BMAL1	-1
CAND1	CUL1	-1
UBE2M	CUL1	1
GLRX	ACTA1	1
GAPDH	EDN1	-1
POU3F2	GNRH1	1
PNPLA8	PTGS2	1
SMAD2	GNRHR	1
SMAD3	GNRHR	1
JUN	PTGS2	1
GLRX	GAPDH	-1
SMAD4	GNRHR	1
NR5A1	GNRHR	1
GLRX	IRF3	1
PPP3CA_PPP3CB_PPP3CC_PPP3R1_PPP3R2	DNM1L	1
FKBP4	PPP3CA	-1
DKK1	LRP6	1
SIRT6	RELA	-1
DKK1	LRP5	-1
WNT5A	FZD5	1
USP15	RBX1	1
COPS2_COPS3_COPS4_COPS5_COPS6_COPS7A_COPS7B_GPS1	USP15	1
COPS5	MYC	1
COPS5	HIF1A	1
COPS5	MDM2	1
COPS5	JUN	1
COPS5	CDKN1B	-1
NKRF	NFKB2	-1
NKRF	NFKB1	-1
NKRF	RELA	-1
NKRF	REL	-1
TWIST1	TIMP1	-1
TWIST1	CDH1	-1
TWIST1	RELA	-1
AKT2	TWIST1	1
TWIST1	AKT2	1
LRP5	GSK3B	-1
GSK3B	LRP5	1
GSK3B	FRAT1	-1
FRAT1	GSK3B	1
FRAT2	GSK3B	-1
PPP3CA_PPP3CB_PPP3CC_PPP3R1_PPP3R2	DAPK2	1
PRICKLE1	DVL3	-1
F2	F13A1	1
CSNK2A1	CDH1	1
CSNK2A1	CTNNB1	1
ATM	RBBP8	1
ATM	UPF1	1
CSNK2A1_CSNK2B	CDH1	1
CSNK2A1_CSNK2B	CTNNB1	1
MSH2	ATR	1
ATM	TRAF6	1
IL1R1_IL1RAP	MYD88	1
PARP1	CHD4	1
REL	IL12A	1
ATM	RPA1	-1
CSNK2A1_CSNK2B	DVL2	1
TDP2	TOP2A	-1
CSNK2A1_CSNK2B	DVL3	1
CCDC88C	DVL1	-1
PARP2	TOP1	-1
IL10	RELA	-1
TDP2	TOP2B	-1
PARP1	TOP1	-1
ACTA1_ACTL6A_ALKBH3_BRD2_BRD8_DMAP1_EP400_EPC1_ING3_KAT5_MORF4L1_MRGBP_RUVBL1_RUVBL2_TRRAP_VPS72_YEATS4	H2AZ1	1
KAT5	AR	1
KAT5	MYC	1
PML	KAT5	1
PPP5C	ATM	1
MIR22HG	MYCBP	-1
MTNR1A	GNAQ	1
MTNR1A	GNAI3	1
MYCBP	MYC	1
MTNR1A	GNAI2	1
CDK11A	EIF3F	-1
CDK11B	EIF3F	1
CSNK2A1_CSNK2B	XRCC4	1
CUL4A_DDB1_DTL	CDKN1A	-1
CUL4A_DDB1_DTL	CDT1	-1
CUL4A_DDB1_DDB2_RBX1	TP53	-1
DDB2	CDKN1A	-1
PPM1D	H2AX	-1
COPS2_COPS3_COPS4_COPS5_COPS6_COPS7A_COPS7B_GPS1	CUL1	-1
ABL1	TERT	-1
TP53	MIR17HG	-1
PPP2CA_PPP2R5A_PTPA	H2AX	1
PRKACA	H3C3	1
ACTL6A_ACTL6B_ARID1A_ARID1B_ARID2_PBRM1_SMARCA2_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCD2_SMARCD3_SMARCE1	RB1	1
ACTL6A_ACTL6B_ARID1A_ARID1B_ARID2_PBRM1_SMARCA2_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCD2_SMARCD3_SMARCE1	E2F3	1
KAT2B	CCNA2	-1
SMARCB1	MYC	1
RB1	HIF1A	1
HDAC3	TRIM28	1
TRIM28	STAT3	-1
TRIM28	TBL1XR1	1
RB1	E2F1	-1
E2F1	PTTG1	1
KLF6	PTTG1	-1
E2F6	UXT	-1
PTTG1	TP53	1
NSMCE2	TERF1	1
NSMCE2	TERF2IP	1
NSMCE2	TERF2	1
ATR	DCLRE1A	1
NSMCE2	TINF2	1
PRKDC	DCLRE1C	1
DCLRE1C	PRKDC	-1
CDC73	MYC	1
GSK3B	FOSL1	-1
CD28	GRB2	1
CD86	CD28	1
CD28	CD80	1
CD80	CD28	1
CSNK1A1	CARD11	-1
BCL10_CARD11_MALT1	IKBKB	1
ANXA1	FPR2	1
DDX6	ALOX15	-1
P4HA1_P4HB	AGO2	1
AURKA	HDAC6	1
HDAC6	HSP90B1	1
PCBP1	ALOX15	-1
EP300	HDAC6	-1
HNRNPK	ALOX15	-1
HDAC6	CTTN	1
HDAC6	TUBA4B	-1
MAPK8	ELK4	1
MAPK7	ELK4	1
KDM4A	AR	1
KDM4A	H1-4	1
TRIM8	SOCS1	-1
RECQL5	RAD51	-1
MARCHF5	RIGI	1
ZBTB4	CDKN1A	-1
DDX5	TP53	1
DTX3L	H4C6	1
DDX5	HDAC1	1
IKBKE	NFKBIA	1
PRKN	IKBKG	1
MAP3K7	IKBKG	1
NFKBIZ	STAT3	-1
SMAD4	IL10	1
SP3	IL10	1
GATA3	IL10	1
ATF1	IL10	1
JAK1	STAT3	1
KDM5D	H3C3	1
ASH2L_DPY30_HCFC1_HCFC2_KMT2A_KMT2D_MEN1_RBBP5_WDR5_WDR82	H3C3	1
ASH2L_DPY30_KDM6A_KMT2B_KMT2C_NCOA6_PAXIP1_RBBP5_WDR5	H3C3	1
KDM5B	H3C3	1
KDM5C	H3C3	1
ASH1L	H3C3	1
KDM5A	H3C3	1
PLK1	PKMYT1	-1
CHUK	NFKB2	1
TNFSF14	LTBR	1
MAP3K14	RCAN1	1
MAP3K14	RELA	1
CD40LG	CD40	1
TNFSF13B	MAP3K14	1
LTA	TNFRSF1A	1
LTB	LTBR	1
LTBR	MAP3K14	1
MAP3K14	STAT3	1
PRKDC	TP53	1
BCL3	NFKB2	1
STAT3	JUNB	1
STAT3	DNMT1	1
BCL3	NFKB1	1
STAT3	KLF4	1
STAT3	BIRC5	1
STAT3	EGR1	1
STAT3	GMCL1	1
STAT3	PIM1	1
STAT3	PRDM1	1
CDK2	FOXO1	1
FOXO3	BCL2L11	1
TSC1_TSC2	MTOR	-1
TP53	EP300	1
EP300	TP53	1
CTNNB1	FOXO1	1
NRG1	ERBB2	1
CD40	TRAF2	1
ERBB3	GRB7	1
FOXO1	KLF4	1
AKT1	FOXO3	1
AKT1	FOXO4	1
FOXO3	SCP2	1
FOXO1	G6PC1	1
SKP2	FOXO1	1
NFKB1	CREBBP	1
CREBBP	NFKB1	1
USP7	FOXO1	1
SIRT1	FOXO1	1
KL	INSR	1
CREBBP	RELB	1
NR1I2	FOXO1	1
FOXO1	NR1I2	1
KL	IGF1R	-1
CTNNB1	FOXO4	1
CTNNB1	FOXO3B	1
CTNNB1	FOXO3	1
EP300	H3C3	1
AKT1	EP300	1
CHUK	CREBBP	1
MIR17HG	CXCL8	-1
MIR17HG	S1PR1	-1
MIR22HG	ESR1	-1
PIAS1	CALCOCO1	-1
CTNNB1	CREBBP	1
CREBBP	CTNNB1	1
CTNNB1	EP300	1
EP300	CTNNB1	1
PPP2CA_PPP2R5A_PTPA	CTNNB1	1
NDP	FZD4	1
NOLC1	CSNK2A1	-1
ULK1	BECN1	1
BECN1	PIK3C3	1
PIK3C3	BECN1	1
AMBRA1_BECN1_PIK3C3_PIK3R4_SH3GLB1_UVRAG	MAP1LC3B	1
BAK1	BAX	1
PRMT5	H4C6	-1
APC2	CTNNB1	1
PRMT5	H2AZ1	-1
HDAC2	H2AZ1	-1
CDH1	CTNNB1	1
HDAC2	H2BC11	-1
CDC73_CTR9_LEO1_PAF1_SKIC8	RNF40	1
MST1	H2BC11	-1
SIRT1	SUV39H1	1
MTA1	SIX3	-1
SIX3	WNT1	-1
HDAC2	H3C3	-1
SIAH1	CTNNB1	-1
HDAC2	H4C6	1
ESR1	WNT4	1
USP22	H2AZ1	1
MTA1	WNT1	1
CTBP1	TCF7L2	-1
CDX2	CDX4	1
KAT2A_SAP130_SUPT3H_SUPT7L_TADA1_TADA2A_TADA3_TAF10_TAF12_TAF5L_TAF6L_TAF9_TRRAP_USP22	H2BC11	-1
H2AX	TP53BP1	1
CUL4A_DDB1_DDB2_RBX1	H3C3	1
MAP3K7	MAPK8	1
RNF8_UBE2N	H2AZ1	1
TRAF2	MAP3K7	1
HSPB1	SP1	1
CTNND1	CSNK1E	1
CSNK1E	CTNND1	1
HSPB1	UBE2N	1
CUL4A_DDB1_DDB2_RBX1	H4C6	1
SENP2	TCF7L2	1
PRKD1	HSPB1	1
TSC1_TSC2	GSK3B	-1
SMURF2	PRICKLE1	-1
SMURF1	PRICKLE1	-1
RANBP2	TCF7L2	1
CSNK1E	CDH1	-1
DIXDC1	AXIN1	-1
GSK3A	LRP6	1
DIXDC1	MAP3K4	-1
SETD7	TAF10	1
SETD7	TP53	1
DFFA	DFFB	-1
RCOR1	KDM1A	1
NKIRAS1	NFKBIA	1
PTEN	E2F1	1
E2F1	RAD51	1
BACH1	NFE2L2	-1
BACH1	NQO1	-1
NKIRAS2	NFKBIB	1
GSK3B	CTNNB1	1
TP53	SIAH1	1
MAPK3	BCL2L11	-1
MAPK1	BCL2L11	-1
DDIT3	BCL2L11	1
PPP2CA_PPP2R5A_PTPA	BCL2L11	1
DDIT3	ITGAM	1
DDIT3	FOSL1	1
CASP8	CASP7	1
CASP8	BID	1
DDIT3	ERO1A	1
NGF	NTRK1	1
NTRK1	NGF	1
CEBPB	RUNX2	1
CASP9	CASP7	1
MAPK3	CEBPB	1
MAPK1	CEBPB	1
ACAA2	BNIP3	-1
BNIP3	RHEB	-1
BMI1	CDKN2A	1
CSNK1A1	CREB1	1
CEBPA_FOXO1	ADIPOQ	1
ATR	UPF1	1
BCL2L1	BAD	1
BAD	BCL2L1	1
ING1	CDKN1A	1
ATM	SRSF1	1
CSNK2A1_CSNK2B	CREB1	1
ATM	NABP2	1
KDM3A	AR	1
FADD	CASP10	1
CFLAR	FADD	1
CASP3	CASP6	1
SIRT1	FOXO3	1
FOXO3	FASLG	1
FOXO3	CDKN1B	1
FOXO3	GADD45A	1
ATM	FBXO31	1
PRMT5	H3C3	1
BCL2	BAD	-1
BAD	BCL2	1
BCL2	BAX	-1
BAX	BCL2	1
BCL2L1	BAX	-1
STAT6	RETNLB	1
STAT6	CLEC7A	1
STAT6	CHIA	1
JAK1	IL4R	1
IL4R	JAK1	1
RPS6KA4	FOS	1
IL4	IL4R	1
USP17L2	CDC25A	1
IL4R	JAK3	1
NEK11	CDC25A	-1
IL3RA	JAK2	1
AKT1	SMARCC1	1
AKT1	SMARCB1	1
PDPK1	PRKCA	1
PRKCA	PDPK1	1
STAT6	THY1	1
STAT6	NFIL3	1
STAT6	ARG1	1
STAT1	FASLG	1
PIAS4	STAT1	1
PCNA	DNMT1	1
STAT1	IRGC	1
CHUK	IRF5	1
STAT6	GATA3	1
MAPK3	RPS6KA5	1
FOXO3	PINK1	1
TRAF6	IRF5	1
STAT1	ISG15	1
IKBKB	NFKB1	1
MAP3K8	MAP2K1	1
MAP3K8	MAP2K2	1
KMT5B	H3-4	1
BTK	TIRAP	-1
KMT5C	H4C6	1
PRDM1	RASD2	-1
MAP3K8	MAP2K3	1
SIRT7	POLR1B	1
PDK1	SGK1	1
SGK1	FOXO1	1
MTNR1A	MAPK1	1
KAT5	TP53	1
MDM2	KAT5	-1
CDK1	KAT5	1
ACTA1_ACTL6A_ALKBH3_BRD2_BRD8_DMAP1_EP400_EPC1_ING3_KAT5_MORF4L1_MRGBP_RUVBL1_RUVBL2_TRRAP_VPS72_YEATS4	H2AX	1
STK11	PRKAA2_PRKAB2_PRKAG2	1
EIF2AK2	EIF2S1	1
EIF2AK4	EIF2S1	1
RIGI	MAVS	1
MAVS	RIGI	-1
TBK1	IRF3	1
EIF2AK1	EIF2S1	1
MAPK8	JUN	1
MAPK14	MKNK2	1
MAPK14	MKNK1	1
CAPN1	ATG5	1
HSPA5	ERN2	-1
HSPA5	EIF2AK3	-1
CSNK2A1_CSNK2B	MAX	1
EIF2AK3	NFE2L2	1
EIF2AK3	BIRC3	1
EIF2AK3	BIRC2	1
EIF2AK3	SLC7A1	1
EIF2AK3	ATF4	1
MAP2K6	MAPK11	1
CDK5RAP3	CDK1	1
FAIM2	BAX	-1
CDK5RAP3	CHEK1	-1
HSPA5	ERN1	-1
SIRT1	NBN	1
TIMD4	HAVCR1	1
HSPA5	ATF6	-1
JAK2	GHR	1
GHR	JAK2	1
PRLR	JAK2	1
JAK2	LEPR	1
LEPR	JAK2	1
IL5RA	JAK2	1
FOS	NFAT5	1
JUN	NFAT5	1
ATF2	GADD45A	1
NFAT5	GBGT1	1
PIAS4	IKBKG	1
SOCS3	CSF3R	1
PARP1	PIAS4	1
SOCS3	LIFR	-1
SOCS3	IL6R	-1
SENP3	SUMO2	-1
GNB2	DVL1	-1
NET1	RHOA	1
DVL1	DAAM1	1
DAAM1	DVL1	1
ARHGEF18	RHOA	1
CEBPB_FOXO1	WNT10B	-1
ERG	WNT11	1
DAAM1	RHO	1
CSNK2A1_CSNK2B	ATF1	-1
CREB1	ATM	1
ATM	CREB1	-1
ATF1	ATM	1
ATM	ATF1	1
PPP2CA_PPP2R5A_PTPA	CREB1	1
GRHL3	ARHGEF19	1
ARHGEF19	RHOA	1
ARHGEF19	CDC42	1
ARHGEF19	RAC1	1
SFRP1	FZD6	-1
GNAO1	DVL1	1
CREB1	CRTC2	1
CRTC2	CREB1	1
CREB1	CREBBP	1
CREBBP	CREB1	1
PIAS4	TCF7L2	1
INVS	DVL1	1
CSNK1E	DVL1	1
DVL1	RAC1	1
PRKN	SYT11	-1
CUL1_FBXW7_PRKN	CCNE1	-1
PRKN	GPR37	1
PRKN	AIMP2	1
CAPN2	ATG5	1
BAG2	STUB1	1
CREB1	TCF3	1
CREB1	TCL1A	1
CREB1	SMARCA4	1
CREB1	SMARCA2	1
CREB1	SMAD6	1
CREB1	MYC	1
SCYL2	FZD5	-1
CXXC5	DVL1	-1
CXXC4	DVL1	-1
CSNK2A1_CSNK2B	DVL1	1
KLHL12	DVL1	-1
